,Show,EpId,ClipId,Start,Stop,Prolongation,Block,Interjection,NoStutteredWords,Repetition,Non-Disfluency,Labels,Audio_name
12659,StutterTalk,43,42,13423840,13471840,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_42.wav
12660,StutterTalk,43,43,13458560,13506560,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_43.wav
12661,StutterTalk,43,44,13531840,13579840,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_44.wav
12662,StutterTalk,43,45,13572800,13620800,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_45.wav
12663,StutterTalk,43,46,13820480,13868480,1,0,0,0,0,0,Prolongation,StutterTalk_43_46.wav
12664,StutterTalk,43,47,13858400,13906400,1,0,0,0,0,0,Prolongation,StutterTalk_43_47.wav
12665,StutterTalk,43,48,14032640,14080640,0,0,1,0,0,0,Interjection,StutterTalk_43_48.wav
12666,StutterTalk,43,49,14069760,14117760,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_49.wav
12667,StutterTalk,43,50,14391360,14439360,1,0,1,0,0,0,"Prolongation,Interjection",StutterTalk_43_50.wav
12668,StutterTalk,43,51,14454720,14502720,0,1,0,0,0,0,Block,StutterTalk_43_51.wav
12669,StutterTalk,43,52,14652640,14700640,0,0,1,0,0,0,Interjection,StutterTalk_43_52.wav
12670,StutterTalk,43,53,14702880,14750880,0,0,0,0,1,0,Repetition,StutterTalk_43_53.wav
12671,StutterTalk,43,54,3151040,3199040,1,0,0,0,0,0,Prolongation,StutterTalk_43_54.wav
12672,StutterTalk,43,55,3189440,3237440,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_55.wav
12673,StutterTalk,43,56,15791200,15839200,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_56.wav
12674,StutterTalk,43,57,15824960,15872960,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_57.wav
12675,StutterTalk,43,58,16003040,16051040,0,0,0,0,1,0,Repetition,StutterTalk_43_58.wav
12676,StutterTalk,43,59,16051680,16099680,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_59.wav
12677,StutterTalk,43,60,16784480,16832480,0,0,1,0,0,0,Interjection,StutterTalk_43_60.wav
12678,StutterTalk,43,61,16816800,16864800,1,0,0,0,0,0,Prolongation,StutterTalk_43_61.wav
12679,StutterTalk,43,62,18264800,18312800,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_62.wav
12680,StutterTalk,43,63,18301120,18349120,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_63.wav
12681,StutterTalk,43,64,18630400,18678400,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_64.wav
12682,StutterTalk,43,65,18661120,18709120,0,1,0,0,0,0,Block,StutterTalk_43_65.wav
12683,StutterTalk,43,66,18712800,18760800,0,0,0,0,1,0,Repetition,StutterTalk_43_66.wav
12684,StutterTalk,43,67,18764320,18812320,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_67.wav
12685,StutterTalk,43,68,18904320,18952320,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_68.wav
12686,StutterTalk,43,69,18942080,18990080,0,1,0,0,1,0,"Block,Repetition",StutterTalk_43_69.wav
12687,StutterTalk,43,70,19487040,19535040,0,0,1,0,0,0,Interjection,StutterTalk_43_70.wav
12688,StutterTalk,43,71,19517600,19565600,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_71.wav
12689,StutterTalk,43,72,20205280,20253280,0,1,0,0,0,1,"Block,Non-Disfluency",StutterTalk_43_72.wav
12690,StutterTalk,43,73,20240160,20288160,1,1,0,0,1,0,"Prolongation,Block,Repetition",StutterTalk_43_73.wav
12691,StutterTalk,43,74,20472800,20520800,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_74.wav
12692,StutterTalk,43,75,20507200,20555200,0,0,1,0,0,0,Interjection,StutterTalk_43_75.wav
12693,StutterTalk,43,76,4127360,4175360,0,1,0,0,0,0,Block,StutterTalk_43_76.wav
12694,StutterTalk,43,77,4162560,4210560,0,1,0,0,0,0,Block,StutterTalk_43_77.wav
12695,StutterTalk,43,78,20549760,20597760,0,1,0,0,0,0,Block,StutterTalk_43_78.wav
12696,StutterTalk,43,79,20665600,20713600,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_79.wav
12697,StutterTalk,43,80,20702880,20750880,0,0,0,0,1,0,Repetition,StutterTalk_43_80.wav
12698,StutterTalk,43,81,22448160,22496160,0,0,1,0,0,0,Interjection,StutterTalk_43_81.wav
12699,StutterTalk,43,82,22479200,22527200,0,0,0,0,1,0,Repetition,StutterTalk_43_82.wav
12700,StutterTalk,43,83,22795520,22843520,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_83.wav
12701,StutterTalk,43,84,22826560,22874560,0,0,1,1,0,0,"Interjection,NoStutteredWords",StutterTalk_43_84.wav
12702,StutterTalk,43,85,24385440,24433440,0,0,0,1,0,1,"NoStutteredWords,Non-Disfluency",StutterTalk_43_85.wav
12703,StutterTalk,43,86,24422240,24470240,0,0,0,0,1,0,Repetition,StutterTalk_43_86.wav
12704,StutterTalk,43,87,24538080,24586080,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_87.wav
12705,StutterTalk,43,88,24586560,24634560,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_88.wav
12706,StutterTalk,43,89,24873760,24921760,1,1,0,0,0,0,"Prolongation,Block",StutterTalk_43_89.wav
12707,StutterTalk,43,90,24909760,24957760,0,0,1,1,0,0,"Interjection,NoStutteredWords",StutterTalk_43_90.wav
12708,StutterTalk,43,91,25069760,25117760,0,0,1,0,0,0,Interjection,StutterTalk_43_91.wav
12709,StutterTalk,43,92,25102400,25150400,1,0,0,0,0,0,Prolongation,StutterTalk_43_92.wav
12710,StutterTalk,43,93,25141600,25189600,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_93.wav
12711,StutterTalk,43,94,25172640,25220640,0,0,0,0,1,0,Repetition,StutterTalk_43_94.wav
12712,StutterTalk,43,95,25238880,25286880,0,1,1,1,1,0,"Block,Interjection,NoStutteredWords,Repetition",StutterTalk_43_95.wav
12713,StutterTalk,43,96,25270720,25318720,0,0,0,1,0,1,"NoStutteredWords,Non-Disfluency",StutterTalk_43_96.wav
12714,StutterTalk,43,97,4548800,4596800,0,0,1,0,0,0,Interjection,StutterTalk_43_97.wav
12715,StutterTalk,43,98,4584960,4632960,0,0,0,0,0,1,Non-Disfluency,StutterTalk_43_98.wav
12716,StutterTalk,43,99,27203680,27251680,0,1,0,0,0,0,Block,StutterTalk_43_99.wav
12717,StutterTalk,43,100,27236000,27284000,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_100.wav
12718,StutterTalk,43,101,27439200,27487200,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_101.wav
12719,StutterTalk,43,102,27471360,27519360,1,0,0,0,0,0,Prolongation,StutterTalk_43_102.wav
12720,StutterTalk,43,103,27555040,27603040,0,0,1,0,0,0,Interjection,StutterTalk_43_103.wav
12721,StutterTalk,43,104,27596000,27644000,0,1,0,0,1,0,"Block,Repetition",StutterTalk_43_104.wav
12722,StutterTalk,43,105,28562080,28610080,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_105.wav
12723,StutterTalk,43,106,28595200,28643200,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_106.wav
12724,StutterTalk,43,107,28754720,28802720,0,0,0,0,1,0,Repetition,StutterTalk_43_107.wav
12725,StutterTalk,43,108,28798240,28846240,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_108.wav
12726,StutterTalk,43,109,28845120,28893120,0,1,0,0,0,0,Block,StutterTalk_43_109.wav
12727,StutterTalk,43,110,28892800,28940800,0,0,0,0,0,1,Non-Disfluency,StutterTalk_43_110.wav
12728,StutterTalk,43,111,29105120,29153120,1,1,1,1,0,1,"Prolongation,Block,Interjection,NoStutteredWords,Non-Disfluency",StutterTalk_43_111.wav
12729,StutterTalk,43,112,29136800,29184800,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_112.wav
12730,StutterTalk,43,113,29765600,29813600,0,0,1,0,0,0,Interjection,StutterTalk_43_113.wav
12731,StutterTalk,43,114,29796320,29844320,0,0,0,0,1,0,Repetition,StutterTalk_43_114.wav
12732,StutterTalk,43,115,30614080,30662080,0,0,0,0,1,0,Repetition,StutterTalk_43_115.wav
12733,StutterTalk,43,116,30644960,30692960,0,1,0,0,0,0,Block,StutterTalk_43_116.wav
12734,StutterTalk,43,117,4993280,5041280,0,1,0,1,0,0,"Block,NoStutteredWords",StutterTalk_43_117.wav
12735,StutterTalk,43,118,5027840,5075840,1,0,0,0,0,0,Prolongation,StutterTalk_43_118.wav
12736,StutterTalk,43,119,31846880,31894880,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_119.wav
12737,StutterTalk,43,120,31877600,31925600,0,0,0,0,1,0,Repetition,StutterTalk_43_120.wav
12738,StutterTalk,43,121,33714400,33762400,1,0,0,0,0,0,Prolongation,StutterTalk_43_121.wav
12739,StutterTalk,43,122,33760640,33808640,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_122.wav
12740,StutterTalk,43,123,33877280,33925280,1,0,0,0,0,0,Prolongation,StutterTalk_43_123.wav
12741,StutterTalk,43,124,33919360,33967360,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_124.wav
12742,StutterTalk,43,125,35175840,35223840,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_125.wav
12743,StutterTalk,43,126,35211520,35259520,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_126.wav
12744,StutterTalk,43,127,35534080,35582080,0,0,0,0,1,0,Repetition,StutterTalk_43_127.wav
12745,StutterTalk,43,128,35569120,35617120,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_128.wav
12746,StutterTalk,43,129,35941120,35989120,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_129.wav
12747,StutterTalk,43,130,35974240,36022240,0,1,0,0,0,0,Block,StutterTalk_43_130.wav
12748,StutterTalk,43,131,36462240,36510240,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_131.wav
12749,StutterTalk,43,132,36508480,36556480,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_132.wav
12750,StutterTalk,43,133,36584960,36632960,0,0,0,1,0,1,"NoStutteredWords,Non-Disfluency",StutterTalk_43_133.wav
12751,StutterTalk,43,134,36625600,36673600,1,0,0,0,0,0,Prolongation,StutterTalk_43_134.wav
12752,StutterTalk,43,135,36679200,36727200,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_135.wav
12753,StutterTalk,43,136,37081920,37129920,0,0,1,0,0,0,Interjection,StutterTalk_43_136.wav
12754,StutterTalk,43,137,37114880,37162880,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_137.wav
12755,StutterTalk,43,138,5612000,5660000,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_138.wav
12756,StutterTalk,43,139,5645920,5693920,1,0,0,0,0,0,Prolongation,StutterTalk_43_139.wav
12757,StutterTalk,43,140,37358400,37406400,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_140.wav
12758,StutterTalk,43,141,37399360,37447360,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_141.wav
12759,StutterTalk,43,142,39459520,39507520,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_142.wav
12760,StutterTalk,43,143,39494080,39542080,0,1,0,1,1,0,"Block,NoStutteredWords,Repetition",StutterTalk_43_143.wav
12761,StutterTalk,43,144,40256000,40304000,1,0,0,0,0,0,Prolongation,StutterTalk_43_144.wav
12762,StutterTalk,43,145,40288000,40336000,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_145.wav
12763,StutterTalk,43,146,40773920,40821920,0,0,0,0,0,1,Non-Disfluency,StutterTalk_43_146.wav
12764,StutterTalk,43,147,40808640,40856640,0,0,1,1,0,0,"Interjection,NoStutteredWords",StutterTalk_43_147.wav
12765,StutterTalk,43,148,42033920,42081920,1,1,0,1,1,1,"Prolongation,Block,NoStutteredWords,Repetition,Non-Disfluency",StutterTalk_43_148.wav
12766,StutterTalk,43,149,42072960,42120960,0,0,0,0,1,0,Repetition,StutterTalk_43_149.wav
12767,StutterTalk,43,150,42293920,42341920,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_150.wav
12768,StutterTalk,43,151,42329760,42377760,1,1,0,1,0,0,"Prolongation,Block,NoStutteredWords",StutterTalk_43_151.wav
12769,StutterTalk,43,152,42396160,42444160,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_152.wav
12770,StutterTalk,43,153,42433280,42481280,0,0,1,0,0,0,Interjection,StutterTalk_43_153.wav
12771,StutterTalk,43,154,42466880,42514880,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_154.wav
12772,StutterTalk,43,155,42489760,42537760,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_155.wav
12773,StutterTalk,43,156,43157280,43205280,0,1,0,0,0,0,Block,StutterTalk_43_156.wav
12774,StutterTalk,43,157,43198240,43246240,0,0,0,0,0,1,Non-Disfluency,StutterTalk_43_157.wav
12775,StutterTalk,43,158,8157440,8205440,0,0,0,1,0,1,"NoStutteredWords,Non-Disfluency",StutterTalk_43_158.wav
12776,StutterTalk,43,159,8191360,8239360,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_159.wav
12777,StutterTalk,43,160,43613280,43661280,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_160.wav
12778,StutterTalk,43,161,43647520,43695520,0,1,0,1,1,1,"Block,NoStutteredWords,Repetition,Non-Disfluency",StutterTalk_43_161.wav
12779,StutterTalk,43,162,43816000,43864000,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_162.wav
12780,StutterTalk,43,163,43848320,43896320,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_163.wav
12781,StutterTalk,43,164,44628320,44676320,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_164.wav
12782,StutterTalk,43,165,44670560,44718560,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_165.wav
12783,StutterTalk,43,166,45277120,45325120,1,0,0,0,0,0,Prolongation,StutterTalk_43_166.wav
12784,StutterTalk,43,167,45308640,45356640,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_167.wav
12785,StutterTalk,43,168,45777600,45825600,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_168.wav
12786,StutterTalk,43,169,45811040,45859040,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_169.wav
12787,StutterTalk,43,170,45836640,45884640,0,1,1,0,0,0,"Block,Interjection",StutterTalk_43_170.wav
12788,StutterTalk,43,171,46135360,46183360,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_171.wav
12789,StutterTalk,43,172,46173440,46221440,0,1,0,0,0,0,Block,StutterTalk_43_172.wav
12790,StutterTalk,43,173,46220160,46268160,0,0,0,0,1,0,Repetition,StutterTalk_43_173.wav
12791,StutterTalk,43,174,46471520,46519520,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_174.wav
12792,StutterTalk,43,175,46505760,46553760,0,0,0,0,1,0,Repetition,StutterTalk_43_175.wav
12793,StutterTalk,43,176,47051200,47099200,0,0,0,0,1,0,Repetition,StutterTalk_43_176.wav
12794,StutterTalk,43,177,47085600,47133600,1,0,0,0,0,0,Prolongation,StutterTalk_43_177.wav
12795,StutterTalk,43,178,8513120,8561120,1,0,1,0,0,1,"Prolongation,Interjection,Non-Disfluency",StutterTalk_43_178.wav
12796,StutterTalk,43,179,8547360,8595360,1,1,0,1,0,0,"Prolongation,Block,NoStutteredWords",StutterTalk_43_179.wav
12797,StutterTalk,43,180,47257440,47305440,1,0,0,1,1,1,"Prolongation,NoStutteredWords,Repetition,Non-Disfluency",StutterTalk_43_180.wav
12798,StutterTalk,43,181,47288320,47336320,0,0,0,0,1,0,Repetition,StutterTalk_43_181.wav
12799,StutterTalk,43,182,47738720,47786720,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_182.wav
12800,StutterTalk,43,183,47770080,47818080,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_183.wav
12801,StutterTalk,43,184,48737760,48785760,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_184.wav
12802,StutterTalk,43,185,48770880,48818880,0,0,0,0,1,0,Repetition,StutterTalk_43_185.wav
12803,StutterTalk,43,186,49236000,49284000,0,0,1,1,0,0,"Interjection,NoStutteredWords",StutterTalk_43_186.wav
12804,StutterTalk,43,187,49267360,49315360,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_187.wav
12805,StutterTalk,43,188,49295680,49343680,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_188.wav
12806,StutterTalk,43,189,49454560,49502560,0,1,0,1,1,1,"Block,NoStutteredWords,Repetition,Non-Disfluency",StutterTalk_43_189.wav
12807,StutterTalk,43,190,49486560,49534560,1,1,0,1,0,0,"Prolongation,Block,NoStutteredWords",StutterTalk_43_190.wav
12808,StutterTalk,43,191,49550400,49598400,1,0,0,0,0,0,Prolongation,StutterTalk_43_191.wav
12809,StutterTalk,43,192,50210560,50258560,0,0,1,0,0,0,Interjection,StutterTalk_43_192.wav
12810,StutterTalk,43,193,50241600,50289600,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_193.wav
12811,StutterTalk,43,194,52061120,52109120,1,0,0,0,0,0,Prolongation,StutterTalk_43_194.wav
12812,StutterTalk,43,195,52099040,52147040,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_195.wav
12813,StutterTalk,43,196,53212800,53260800,0,0,0,0,1,0,Repetition,StutterTalk_43_196.wav
12814,StutterTalk,43,197,53251680,53299680,1,1,0,1,0,1,"Prolongation,Block,NoStutteredWords,Non-Disfluency",StutterTalk_43_197.wav
12815,StutterTalk,43,198,9463200,9511200,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_198.wav
12816,StutterTalk,43,199,9494080,9542080,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_199.wav
12817,StutterTalk,43,200,53359520,53407520,0,0,0,0,0,1,Non-Disfluency,StutterTalk_43_200.wav
12818,StutterTalk,43,201,53391840,53439840,1,0,0,0,0,0,Prolongation,StutterTalk_43_201.wav
12819,StutterTalk,43,202,54234080,54282080,0,0,1,0,0,0,Interjection,StutterTalk_43_202.wav
12820,StutterTalk,43,203,54267680,54315680,0,0,0,0,1,0,Repetition,StutterTalk_43_203.wav
12821,StutterTalk,43,204,55275840,55323840,1,1,0,1,0,1,"Prolongation,Block,NoStutteredWords,Non-Disfluency",StutterTalk_43_204.wav
12822,StutterTalk,43,205,55308160,55356160,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_205.wav
12823,StutterTalk,43,206,55811520,55859520,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_206.wav
12824,StutterTalk,43,207,55842080,55890080,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_207.wav
12825,StutterTalk,43,208,56301280,56349280,0,0,1,0,0,0,Interjection,StutterTalk_43_208.wav
12826,StutterTalk,43,209,56339040,56387040,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_209.wav
12827,StutterTalk,43,210,57432000,57480000,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_210.wav
12828,StutterTalk,43,211,57463680,57511680,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_211.wav
12829,StutterTalk,43,212,57719840,57767840,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_212.wav
12830,StutterTalk,43,213,57751040,57799040,1,0,0,0,0,0,Prolongation,StutterTalk_43_213.wav
12831,StutterTalk,43,214,57811360,57859360,0,1,0,0,0,0,Block,StutterTalk_43_214.wav
12832,StutterTalk,43,215,57844480,57892480,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_215.wav
12833,StutterTalk,43,216,57949600,57997600,0,0,1,0,0,0,Interjection,StutterTalk_43_216.wav
12834,StutterTalk,43,217,57990400,58038400,0,0,0,0,1,0,Repetition,StutterTalk_43_217.wav
12835,StutterTalk,43,218,58088480,58136480,0,1,0,0,0,1,"Block,Non-Disfluency",StutterTalk_43_218.wav
12836,StutterTalk,43,219,58125280,58173280,0,0,0,0,1,0,Repetition,StutterTalk_43_219.wav
12837,StutterTalk,43,220,9910240,9958240,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_220.wav
12838,StutterTalk,43,221,9954560,10002560,0,0,0,1,0,0,NoStutteredWords,StutterTalk_43_221.wav
12839,StutterTalk,44,0,42392320,42440320,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_0.wav
12840,StutterTalk,44,1,45672800,45720800,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_1.wav
12841,StutterTalk,44,2,45947040,45995040,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_2.wav
12842,StutterTalk,44,3,8915680,8963680,0,0,1,1,0,0,"Interjection,NoStutteredWords",StutterTalk_44_3.wav
12843,StutterTalk,44,4,46620160,46668160,0,0,0,0,1,0,Repetition,StutterTalk_44_4.wav
12844,StutterTalk,44,5,9609600,9657600,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_5.wav
12845,StutterTalk,44,6,10323200,10371200,0,0,1,1,0,1,"Interjection,NoStutteredWords,Non-Disfluency",StutterTalk_44_6.wav
12846,StutterTalk,44,7,12242400,12290400,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_7.wav
12847,StutterTalk,44,8,12315840,12363840,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_8.wav
12848,StutterTalk,44,9,14357120,14405120,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_9.wav
12849,StutterTalk,44,10,17111040,17159040,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_10.wav
12850,StutterTalk,44,11,17135680,17183680,0,0,1,1,0,0,"Interjection,NoStutteredWords",StutterTalk_44_11.wav
12851,StutterTalk,44,12,20208800,20256800,0,0,1,1,0,0,"Interjection,NoStutteredWords",StutterTalk_44_12.wav
12852,StutterTalk,44,13,20848160,20896160,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_13.wav
12853,StutterTalk,44,14,23290400,23338400,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_14.wav
12854,StutterTalk,44,15,24166080,24214080,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_15.wav
12855,StutterTalk,44,16,4987840,5035840,0,0,1,1,0,1,"Interjection,NoStutteredWords,Non-Disfluency",StutterTalk_44_16.wav
12856,StutterTalk,44,17,26077600,26125600,0,1,1,0,0,0,"Block,Interjection",StutterTalk_44_17.wav
12857,StutterTalk,44,18,29982240,30030240,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_18.wav
12858,StutterTalk,44,19,30006560,30054560,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_19.wav
12859,StutterTalk,44,20,31461120,31509120,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_20.wav
12860,StutterTalk,44,21,31485920,31533920,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_21.wav
12861,StutterTalk,44,22,32509920,32557920,0,0,1,1,0,0,"Interjection,NoStutteredWords",StutterTalk_44_22.wav
12862,StutterTalk,44,23,33600800,33648800,0,0,1,0,0,0,Interjection,StutterTalk_44_23.wav
12863,StutterTalk,44,24,34350400,34398400,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_24.wav
12864,StutterTalk,44,25,34436640,34484640,0,0,0,1,1,1,"NoStutteredWords,Repetition,Non-Disfluency",StutterTalk_44_25.wav
12865,StutterTalk,44,26,34511360,34559360,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_26.wav
12866,StutterTalk,44,27,34614880,34662880,0,0,0,0,1,0,Repetition,StutterTalk_44_27.wav
12867,StutterTalk,44,28,6476640,6524640,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_28.wav
12868,StutterTalk,44,29,35922080,35970080,0,0,1,1,0,0,"Interjection,NoStutteredWords",StutterTalk_44_29.wav
12869,StutterTalk,44,30,36080480,36128480,0,0,1,1,0,0,"Interjection,NoStutteredWords",StutterTalk_44_30.wav
12870,StutterTalk,44,31,36107680,36155680,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_31.wav
12871,StutterTalk,44,32,39765120,39813120,0,0,1,0,1,0,"Interjection,Repetition",StutterTalk_44_32.wav
12872,StutterTalk,44,33,39988160,40036160,0,0,1,1,0,0,"Interjection,NoStutteredWords",StutterTalk_44_33.wav
12873,StutterTalk,44,34,8439360,8487360,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_34.wav
12874,StutterTalk,44,35,8464640,8512640,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_35.wav
12875,StutterTalk,44,36,40088480,40136480,0,0,0,1,0,0,NoStutteredWords,StutterTalk_44_36.wav
12876,StutterTalk,44,37,40622560,40670560,0,0,1,1,0,0,"Interjection,NoStutteredWords",StutterTalk_44_37.wav
12877,StutterTalk,44,38,42216800,42264800,0,0,1,0,0,0,Interjection,StutterTalk_44_38.wav
12878,StutterTalk,44,39,8554720,8602720,0,0,0,0,1,0,Repetition,StutterTalk_44_39.wav
12879,StutterTalk,45,0,97695520,97743520,0,0,0,0,0,1,Non-Disfluency,StutterTalk_45_0.wav
12880,StutterTalk,45,1,14465440,14513440,1,0,0,0,1,0,"Prolongation,Repetition",StutterTalk_45_1.wav
12881,StutterTalk,45,2,18073280,18121280,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_2.wav
12882,StutterTalk,45,3,18383360,18431360,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_3.wav
12883,StutterTalk,45,4,18728960,18776960,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_4.wav
12884,StutterTalk,45,5,23281280,23329280,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_5.wav
12885,StutterTalk,45,6,23311040,23359040,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_6.wav
12886,StutterTalk,45,7,28812160,28860160,0,1,0,0,0,0,Block,StutterTalk_45_7.wav
12887,StutterTalk,45,8,31948320,31996320,0,0,0,0,1,0,Repetition,StutterTalk_45_8.wav
12888,StutterTalk,45,9,32696320,32744320,0,1,0,0,1,0,"Block,Repetition",StutterTalk_45_9.wav
12889,StutterTalk,45,10,34751360,34799360,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_10.wav
12890,StutterTalk,45,11,35994080,36042080,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_11.wav
12891,StutterTalk,45,12,38788320,38836320,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_12.wav
12892,StutterTalk,45,13,6431680,6479680,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_13.wav
12893,StutterTalk,45,14,39935360,39983360,1,1,0,1,0,1,"Prolongation,Block,NoStutteredWords,Non-Disfluency",StutterTalk_45_14.wav
12894,StutterTalk,45,15,40180480,40228480,0,0,0,0,1,0,Repetition,StutterTalk_45_15.wav
12895,StutterTalk,45,16,40854080,40902080,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_16.wav
12896,StutterTalk,45,17,41474560,41522560,0,0,0,0,1,0,Repetition,StutterTalk_45_17.wav
12897,StutterTalk,45,18,43140160,43188160,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_18.wav
12898,StutterTalk,45,19,47460320,47508320,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_19.wav
12899,StutterTalk,45,20,48657120,48705120,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_20.wav
12900,StutterTalk,45,21,49197440,49245440,0,0,0,1,0,0,NoStutteredWords,StutterTalk_45_21.wav
